[run number],number-of-voters,minority-fraction,majority-mean-utility,majority-utility-stdev,minority-mean-utility,minority-utility-stdev,marginal-pivotality,variance-of-perceived-pivotality,limit-votes?,payoff-include-votes-cost?,voting-mechanism,[step],mean payoff-sign-list,mean payoff-list,standard-deviation payoff-list,mean vote-sum-list,standard-deviation vote-sum-list,mean mean-median-same-sign-list
304,70,0,0,6,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.839,35.55379707,36.11524324,0.52185834,28.10843069,0.812
307,70,0,0,6,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.778,31.22337585,38.18178502,-0.204,8.008402994,0.786
306,70,0,0,6,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.832,35.57327369,36.81476437,3.014681827,27.83197383,0.79
308,70,0,0,6,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.852,36.00633315,36.71136174,1.623641422,29.39022031,0.811
309,80,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.795,17.02579797,21.08607793,-0.068,9.147625651,0.809
311,80,0,0,3,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.784,16.7029188,20.71333408,-0.036,8.810239743,0.792
310,80,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.986,20.9412356,16.15789968,0.067907879,13.2363583,0.777
313,80,0,0,3,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.804,16.57165987,20.48287634,-0.16,8.675117155,0.796
312,80,0,0,3,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.984,21.1250321,15.40786867,0.024477029,13.15653265,0.807
315,80,0,0,3,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.801,17.41607648,21.25974013,-0.102,9.145339427,0.809
314,80,0,0,3,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.938,21.80292721,16.61234969,0.063318453,14.2182831,0.82
317,80,0,0,3,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.775,15.9628044,20.81097593,0.036,8.798870616,0.776
316,80,0,0,3,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.919,20.96494419,16.73652907,0.205508957,14.24199164,0.794
319,80,0,0,3,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.794,17.55930396,21.57989154,-0.062,9.248875483,0.804
318,80,0,0,3,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.889,20.33668888,18.27614036,0.13885078,14.50745735,0.79
320,80,0,0,3,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.898,20.5064965,17.75292129,0.973758134,14.43490071,0.795
321,80,0,0,3,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.789,17.30103716,21.09704305,0.11,9.279116445,0.8
323,80,0,0,3,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.794,16.46224696,20.29598362,-0.382,8.654535053,0.79
322,80,0,0,3,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.88,20.38758387,19.26276416,-0.044016283,15.40155838,0.797
325,80,0,0,3,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.79,18.14916783,21.40004828,0.27,9.205206996,0.805
324,80,0,0,3,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.852,19.12803775,18.74466391,-0.076538808,14.85418837,0.804
327,80,0,0,3,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.809,17.80636433,20.39665223,-0.008,8.778439326,0.817
326,80,0,0,3,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.838,18.96123192,19.03710141,-0.168315996,15.38581461,0.788
329,80,0,0,3,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.813,17.53492006,19.68041886,0.204,8.94865702,0.808
328,80,0,0,3,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.841,18.50047815,19.27242275,-0.01078507,15.44627602,0.789
331,80,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.811,35.87628284,40.24851925,-0.258,8.849392507,0.813
330,80,0,0,3,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.822,19.70170792,19.9515089,-0.043075499,16.05328843,0.818
332,80,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.992,42.17322811,32.19098814,0.382149856,26.55126248,0.804
333,80,0,0,6,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.812,35.31033387,41.76121399,0.4,9.070075318,0.82
335,80,0,0,6,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.808,34.9299368,41.10811236,-0.1,9.039010106,0.816
334,80,0,0,6,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.969,42.02009917,32.14272553,-0.578764998,26.54972984,0.794
336,80,0,0,6,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.942,42.60246594,32.41864486,0.348751828,27.39540341,0.813
337,80,0,0,6,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.803,34.65840377,40.35885459,-0.204,9.055848519,0.808
339,80,0,0,6,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.773,32.39410064,41.55314154,0.408,8.647561293,0.787
338,80,0,0,6,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.911,42.22562868,33.27863264,-0.617206169,28.28909805,0.822
341,80,0,0,6,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.78,32.58998192,41.24120263,-0.042,8.64111711,0.784
340,80,0,0,6,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.876,40.89379669,38.09075696,-0.592591539,29.13804027,0.805
342,80,0,0,6,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.871,38.80585573,36.86964727,0.115923482,28.7579131,0.796
343,80,0,0,6,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.786,34.18922309,42.34332719,0.002,8.945390769,0.794
344,80,0,0,6,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.851,37.96836243,36.59446587,-0.207118679,28.77718828,0.797
345,80,0,0,6,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.783,34.62182979,41.64657635,0.648,8.931061519,0.782
347,80,0,0,6,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.792,34.08443392,43.08878306,0.334,9.068113071,0.797
346,80,0,0,6,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.865,40.48911993,38.20019197,-0.961670796,30.56305392,0.797
349,80,0,0,6,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.761,32.94279279,42.34888059,0.206,8.848947275,0.786
348,80,0,0,6,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.848,35.28783897,35.74929493,-1.391046566,30.0057449,0.786
351,80,0,0,6,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.778,34.48339706,43.69366907,-0.25,9.213598124,0.801
350,80,0,0,6,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.834,36.78476397,37.19721,0.950941798,30.67326276,0.804
352,80,0,0,6,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.842,37.74191684,39.26446192,1.083080114,31.15436443,0.814
353,100,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.793,18.92652628,22.69964002,0.176,9.84489441,0.793
355,100,0,0,3,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.781,17.83433606,22.90148646,0.084,9.778372081,0.791
354,100,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.993,24.28270347,18.2286362,0.291930322,15.17699879,0.798
357,100,0,0,3,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.788,18.61245748,23.53674578,0.218,10.02641536,0.796
356,100,0,0,3,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.981,24.69650551,18.49643781,-0.262092354,15.44712957,0.807
359,100,0,0,3,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.804,19.2299898,22.25441978,0.268,9.788973388,0.809
358,100,0,0,3,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.94,22.91826265,17.87131523,-0.289150004,14.90792191,0.809
360,100,0,0,3,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.901,23.77173571,19.91624091,-0.206375541,16.08935813,0.815
361,100,0,0,3,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.785,19.01195307,23.39032002,0.41,9.960276457,0.785
363,100,0,0,3,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.794,19.58388075,23.89553505,0.188,9.810040412,0.803
362,100,0,0,3,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.906,23.38069126,20.07817858,-0.460013221,16.20149851,0.819
365,100,0,0,3,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.778,18.36578004,23.70632894,0.116,9.944115317,0.78
364,100,0,0,3,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.856,21.39532271,20.79284345,0.310983673,16.06830852,0.79
367,100,0,0,3,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.79,18.99909664,23.27842195,-0.076,9.872572699,0.787
366,100,0,0,3,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.864,21.9887852,20.56058203,0.744939488,16.1836217,0.801
369,100,0,0,3,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.801,19.09467305,23.01607836,0.378,9.986032087,0.801
368,100,0,0,3,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.84,21.54969143,21.35857614,-0.013171012,16.7383827,0.81
370,100,0,0,3,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.853,22.48872311,21.6769212,-0.315857583,17.09694979,0.817
371,100,0,0,3,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.793,18.29245711,23.24664847,-0.186,9.958542894,0.792
372,100,0,0,3,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.814,21.06145565,22.39951454,-0.638015444,17.25213281,0.78
373,100,0,0,3,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.79,19.24614191,23.45328016,-0.25,9.897042561,0.795
375,100,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.803,38.00165744,45.5230636,-0.654,9.892327438,0.813
374,100,0,0,3,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.853,20.75072824,21.1645294,-0.007344509,17.21805918,0.79
377,100,0,0,6,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.794,38.86723397,47.24787749,-0.106,10.31208529,0.808
376,100,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.989,46.20227191,35.94722195,-0.041464464,29.33553932,0.826
379,100,0,0,6,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.773,35.71162986,46.63374771,-0.286,9.504343036,0.789
378,100,0,0,6,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.979,47.29915124,34.83469624,-0.526660561,29.41639602,0.797
381,100,0,0,6,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.819,39.51778542,45.64128281,0.212,10.13754536,0.819
380,100,0,0,6,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.938,45.45589797,36.11009762,-0.729158383,29.49688165,0.803
382,100,0,0,6,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.898,44.71112532,38.36783683,-0.255380695,30.67463499,0.823
383,100,0,0,6,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.805,37.31888236,46.13229096,-0.126,9.842611493,0.805
385,100,0,0,6,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.787,38.71390683,46.17542395,0.378,10.1522502,0.788
384,100,0,0,6,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.889,43.39596629,40.6338278,-0.642339392,31.05688345,0.785
387,100,0,0,6,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.787,39.2019772,46.91332949,-0.14,9.848319115,0.801
386,100,0,0,6,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.88,45.68565808,40.10536878,0.345208235,32.81052442,0.791
389,100,0,0,6,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.817,38.66348548,43.55119497,0.36,9.788064477,0.818
388,100,0,0,6,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.889,45.50349055,40.23915307,0.76505368,33.37578906,0.804
391,100,0,0,6,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.784,37.69072352,46.83755717,0.406,9.843172865,0.782
390,100,0,0,6,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.851,42.34553786,41.16743594,0.533636196,33.253498,0.781
392,100,0,0,6,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.849,43.1137127,43.11726347,-0.44633499,33.75582892,0.793
393,100,0,0,6,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.799,39.05692913,46.70674757,-0.21,9.724117361,0.804
394,100,0,0,6,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.84,40.01043382,43.55782777,0.21691523,33.85771023,0.78
395,100,0,0,6,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.818,39.87751493,46.15972802,-0.672,10.00082159,0.813
397,200,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.815,28.43176812,31.21200268,-0.074,14.25713119,0.812
396,100,0,0,6,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.838,42.32295255,43.87490669,-2.16435415,34.35670334,0.801
399,200,0,0,3,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.804,27.9936154,32.75780941,0.778,14.70452104,0.805
398,200,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.988,33.40886825,25.32805566,0.846561926,21.00780448,0.801
401,200,0,0,3,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.781,26.96247941,33.38268706,-0.484,14.54789969,0.783
400,200,0,0,3,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.982,33.56005235,25.67664502,-1.173277143,21.05066703,0.791
403,200,0,0,3,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.78,24.9881339,32.96625482,0.592,13.88417467,0.783
402,200,0,0,3,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.92,31.77479798,27.33712451,-0.335425365,21.45443471,0.799
405,200,0,0,3,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.794,25.69453484,32.42596196,0.424,14.13803763,0.792
404,200,0,0,3,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.913,31.08169119,26.08013053,-0.984763485,20.81343438,0.78
407,200,0,0,3,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.783,27.87860433,33.79714723,0.574,14.2522156,0.785
406,200,0,0,3,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.879,30.72825698,28.23782435,-0.968300895,21.9262386,0.818
409,200,0,0,3,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.802,27.19301231,32.41414183,0.234,13.84156179,0.811
408,200,0,0,3,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.867,30.05407156,28.66742857,0.429037717,22.25844712,0.79
411,200,0,0,3,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.8,27.2726076,33.24008882,-0.202,14.37504219,0.805
410,200,0,0,3,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.87,30.31387745,28.99886868,-0.669212144,23.37122133,0.78
413,200,0,0,3,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.795,27.17950693,32.83513183,0.61,14.64617392,0.8
412,200,0,0,3,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.855,30.43405139,29.31407759,0.646265093,22.98448194,0.799
415,200,0,0,3,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.798,27.27770796,33.90312585,0.518,14.61578931,0.795
414,200,0,0,3,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.824,28.71894202,30.59403916,0.873629228,23.84375419,0.786
417,200,0,0,3,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.782,26.31840701,33.72392052,0.116,14.45196884,0.782
416,200,0,0,3,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.845,30.11553972,30.14376372,-0.166994036,24.80363817,0.799
419,200,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.792,52.98487722,61.76054696,-0.286,13.66180255,0.792
418,200,0,0,3,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.829,28.83178399,31.50546844,1.240103395,24.46372587,0.794
421,200,0,0,6,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.791,53.78943022,65.30649408,0.164,14.05569873,0.805
420,200,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.988,65.91419295,50.91420921,0.245306416,41.70142292,0.789
423,200,0,0,6,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.794,52.85547755,64.9711636,-0.308,14.00132755,0.796
422,200,0,0,6,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.987,67.47305189,51.95520007,-1.758383711,42.61459942,0.766
424,200,0,0,6,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.943,67.06677795,54.06162127,-0.643731241,43.30364666,0.788
425,200,0,0,6,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.771,52.40316363,66.86512899,1.062,13.86984241,0.764
427,200,0,0,6,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.777,52.57158196,64.27657425,0.764,13.61916979,0.777
426,200,0,0,6,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.917,66.60207905,53.86600727,0.218109807,44.5222505,0.801
429,200,0,0,6,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.785,51.7458863,66.78091781,0.664,14.42023048,0.786
428,200,0,0,6,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.892,63.52398926,55.23808925,0.267782338,45.1227071,0.808
431,200,0,0,6,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.794,52.52855192,64.85152545,-0.174,13.73908609,0.803
430,200,0,0,6,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.878,62.76581671,58.04266075,2.647101023,45.3855974,0.794
433,200,0,0,6,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.775,53.10013369,67.85100905,0.326,14.34627267,0.776
432,200,0,0,6,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.859,57.277273,56.12756169,-0.062206264,44.88802307,0.792
435,200,0,0,6,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.785,52.46329665,64.25891436,-0.152,14.09253332,0.786
434,200,0,0,6,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.858,61.25685573,61.25614483,-0.223251869,47.76294269,0.805
437,200,0,0,6,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.802,53.93304929,65.03323447,0.486,13.96262005,0.795
436,200,0,0,6,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.835,59.29327271,59.37016171,2.156294233,47.59147105,0.804
439,200,0,0,6,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.757,51.14631478,66.03476709,0.43,14.12354681,0.763
438,200,0,0,6,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.847,62.64128083,60.43424603,-2.264064819,48.83609405,0.801
440,200,0,0,6,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.84,57.71910437,59.46658924,-0.634856347,49.67456267,0.799
441,300,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.803,34.50028107,40.08178924,0.496,17.67468185,0.804
443,300,0,0,3,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.788,32.14740322,40.09429264,-0.326,17.22586586,0.791
442,300,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.992,44.22238536,34.28522507,-1.340388357,27.97398719,0.794
445,300,0,0,3,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.808,32.5604197,38.88213835,0.034,17.34057495,0.805
444,300,0,0,3,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.98,41.68637004,32.12275572,-0.229218945,26.41612175,0.793
447,300,0,0,3,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.793,32.79808513,40.32442083,1.212,17.11045949,0.797
446,300,0,0,3,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.942,41.19011109,32.62338953,1.424158146,26.59411867,0.794
448,300,0,0,3,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.914,39.69423527,33.51318787,-1.646842723,27.23009113,0.765
449,300,0,0,3,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.795,32.33377201,39.04833556,0.722,17.46389715,0.796
451,300,0,0,3,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.777,32.26517959,39.5631831,-0.128,17.13351024,0.784
450,300,0,0,3,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.895,39.19008275,33.63624107,0.278093041,26.96050266,0.788
453,300,0,0,3,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.799,33.8518683,38.84417196,-0.874,17.18089949,0.8
452,300,0,0,3,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.873,37.34658369,34.32687583,0.910796615,27.15994676,0.802
455,300,0,0,3,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.809,34.49250239,38.80219578,0.586,17.0737259,0.81
454,300,0,0,3,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.868,37.7476247,35.32381861,-0.001979273,28.42395599,0.821
457,300,0,0,3,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.8,33.8572108,39.07256718,-1.102,17.33811426,0.804
456,300,0,0,3,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.856,38.01763853,36.08430875,0.277870921,28.50353918,0.781
459,300,0,0,3,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.8,33.36094441,40.00003227,-0.294,17.00655129,0.799
458,300,0,0,3,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.84,36.8300632,36.43678188,0.550365625,29.70829548,0.803
461,300,0,0,3,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.8,33.55144045,39.8654153,-0.032,17.55822506,0.798
460,300,0,0,3,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.827,35.24933237,37.55672379,0.80036456,29.82914285,0.808
462,300,0,0,3,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.828,34.47318646,36.69192241,0.429986911,29.37673779,0.779
463,300,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.806,66.34460155,79.2216109,0.468,18.04645812,0.804
465,300,0,0,6,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.779,63.49064436,81.45737287,-0.506,17.26493678,0.784
464,300,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.987,86.23782286,63.67744306,4.785228789,53.3947557,0.807
467,300,0,0,6,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.766,62.93388142,84.88785968,0.616,17.38651302,0.775
466,300,0,0,6,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.978,84.17921445,61.45082195,-1.74999321,52.35161204,0.802
469,300,0,0,6,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.802,68.77218057,81.59763133,-0.038,17.10927477,0.795
468,300,0,0,6,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.946,84.95438428,67.31113338,0.193593287,54.89797555,0.777
471,300,0,0,6,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.791,65.21223956,81.5411958,0.604,16.97914826,0.793
470,300,0,0,6,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.907,77.68399836,64.88640742,-1.684781563,53.18925951,0.795
473,300,0,0,6,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.791,64.30761362,80.79338646,0.706,16.66467147,0.794
472,300,0,0,6,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.876,76.9021789,71.13787905,-0.062627191,55.08055663,0.802
475,300,0,0,6,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.801,64.21597029,77.21615159,-0.5,16.6277624,0.794
474,300,0,0,6,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.886,78.49161579,69.43491527,2.050980562,56.66357849,0.799
477,300,0,0,6,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.797,67.62441974,79.00038171,-0.798,17.60241577,0.794
476,300,0,0,6,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.851,73.40227879,71.83800637,-3.785272919,55.94088635,0.815
479,300,0,0,6,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.784,65.22634126,81.7970804,-0.468,17.55520325,0.786
478,300,0,0,6,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.859,75.7571677,72.93793482,-2.908922745,57.54223302,0.79
481,300,0,0,6,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.804,66.58503159,80.62985073,0.518,17.47366604,0.809
480,300,0,0,6,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.833,73.66039186,77.03599735,-2.33647198,59.84952325,0.794
483,300,0,0,6,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.789,63.81141937,79.19481741,0.448,17.03600662,0.788
482,300,0,0,6,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.868,77.89524272,75.29571609,1.015825003,60.73218197,0.809
484,300,0,0,6,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.843,73.20973014,75.31937659,-0.557749247,58.54634211,0.805
485,400,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.795,38.42041068,46.14585563,0.078,20.07308758,0.795
487,400,0,0,3,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.784,35.72902255,44.85103743,-0.114,19.134815,0.778
486,400,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.99,46.17824415,35.30169328,-0.138343527,29.08140193,0.797
489,400,0,0,3,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.791,37.68105267,46.03144261,-0.14,20.02751861,0.789
488,400,0,0,3,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.974,47.20275666,36.73594035,2.072888519,29.82165053,0.808
491,400,0,0,3,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.803,37.765111,45.00533894,-0.022,19.07961078,0.81
490,400,0,0,3,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.933,47.05774248,35.44866047,0.019532161,30.3004825,0.825
492,400,0,0,3,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.906,44.91844378,37.90263019,-0.082437257,30.88280773,0.774
493,400,0,0,3,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.781,38.271226,47.03899626,-0.804,20.10885253,0.776
495,400,0,0,3,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.797,37.8624019,47.61281629,0.264,19.64332365,0.802
494,400,0,0,3,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.9,45.23258512,39.69357457,-0.107503117,32.27096695,0.797
497,400,0,0,3,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.805,39.44783273,47.09362224,-0.824,20.49011637,0.809
496,400,0,0,3,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.877,44.13462186,41.04231844,0.709967279,32.94420332,0.791
499,400,0,0,3,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.773,35.71517626,45.73546492,1.26,19.64826848,0.784
498,400,0,0,3,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.873,41.52809201,39.3785781,-0.112760541,31.13197665,0.795
