[run number],number-of-voters,minority-fraction,majority-mean-utility,majority-utility-stdev,minority-mean-utility,minority-utility-stdev,marginal-pivotality,variance-of-perceived-pivotality,limit-votes?,payoff-include-votes-cost?,voting-mechanism,[step],mean payoff-sign-list,mean payoff-list,standard-deviation payoff-list,mean vote-sum-list,standard-deviation vote-sum-list,mean mean-median-same-sign-list
694,800,0,0,6,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.872,123.3389017,114.7225206,0.597464316,90.40617669,0.8
697,800,0,0,6,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.784,108.1119752,131.1083626,1.74,27.63432749,0.786
696,800,0,0,6,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.861,121.7275328,115.0242941,-1.434623038,91.80625718,0.789
699,800,0,0,6,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.791,109.5002686,132.6156044,-1.096,28.47246855,0.792
698,800,0,0,6,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.843,118.1961695,120.6702722,2.218716303,91.9936156,0.779
701,800,0,0,6,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.803,105.5211704,129.1177095,0.276,28.72010913,0.808
700,800,0,0,6,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.847,122.2616699,125.1064897,-0.35334623,99.82610945,0.776
703,800,0,0,6,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.808,113.2179029,132.1719988,0.33,28.56780039,0.811
702,800,0,0,6,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.828,113.1920451,121.5419922,0.5056664,96.40001164,0.794
704,800,0,0,6,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.824,116.2608135,121.2407841,-3.929653868,98.05462685,0.809
705,900,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.8,59.88942626,71.07730516,0.136,30.71998081,0.797
707,900,0,0,3,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.818,61.17260034,68.35877451,-0.69,30.0223457,0.817
706,900,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.992,72.82035248,53.9574492,0.119266621,45.26447817,0.785
709,900,0,0,3,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.798,55.88466737,68.92602324,1.186,29.41031061,0.797
708,900,0,0,3,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.98,72.66217457,53.97526257,-2.159522999,45.22364773,0.806
711,900,0,0,3,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.796,57.32471652,67.97755657,-0.828,29.81857749,0.792
710,900,0,0,3,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.939,72.39492386,57.29827785,1.299814363,46.99301025,0.775
713,900,0,0,3,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.812,59.93019481,68.77531884,1.342,31.75108135,0.802
712,900,0,0,3,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.92,69.20248489,55.64961338,-2.013429143,46.07792239,0.806
715,900,0,0,3,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.783,53.50990613,67.82376943,0.41,29.60581707,0.783
714,900,0,0,3,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.88,69.07141921,58.82317473,-0.14160484,47.23811066,0.78
717,900,0,0,3,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.792,58.42701653,69.85480673,-1.272,30.22170358,0.792
716,900,0,0,3,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.875,66.4617556,62.54405062,-0.628332708,48.58676458,0.79
719,900,0,0,3,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.798,56.04098847,69.45111906,-0.914,29.92872086,0.799
718,900,0,0,3,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.875,66.18019683,60.97017755,1.611603381,48.40179374,0.796
721,900,0,0,3,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.793,56.90319085,70.39704954,-2.388,29.89527025,0.788
720,900,0,0,3,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.86,64.4575347,61.19393623,-0.941332409,48.88058334,0.784
723,900,0,0,3,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.798,57.0137717,69.09582314,0.666,29.86765007,0.793
722,900,0,0,3,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.846,64.70706908,65.24092992,1.603275477,50.81758438,0.807
725,900,0,0,3,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.828,60.99344128,67.71088525,0.382,31.19049411,0.827
724,900,0,0,3,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.828,61.3244606,65.67682551,-1.322202382,50.55720547,0.782
727,900,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.779,106.2110227,140.3046015,-0.044,29.28480261,0.781
726,900,0,0,3,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.84,64.50012623,65.41257416,1.145349481,52.49716795,0.799
729,900,0,0,6,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.781,109.8850669,140.8806214,-0.968,30.27453589,0.78
728,900,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.989,148.4072602,111.1488062,3.978352124,92.71658572,0.776
731,900,0,0,6,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.774,114.4027988,141.2192972,-0.796,30.78093322,0.779
730,900,0,0,6,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.979,142.8446714,109.3217829,2.242515546,90.21455412,0.804
733,900,0,0,6,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.81,120.3498342,141.204938,0.376,30.05771266,0.806
732,900,0,0,6,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.937,142.3366568,114.7567295,-0.003180798,93.31283357,0.791
734,900,0,0,6,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.905,133.4368365,114.4155005,-2.23324002,91.25339567,0.785
735,900,0,0,6,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.789,112.678706,137.310533,-0.708,28.7723232,0.792
737,900,0,0,6,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.799,115.6048852,137.6753334,-0.112,31.47484904,0.801
736,900,0,0,6,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.874,132.1539647,121.0366877,-4.030323325,93.92231258,0.808
739,900,0,0,6,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.786,115.4327619,143.0544183,-1.304,30.52656966,0.783
738,900,0,0,6,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.881,132.890288,125.1860088,-2.900737074,98.46693627,0.797
741,900,0,0,6,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.754,112.2590715,142.9887077,-0.686,29.63247353,0.758
740,900,0,0,6,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.879,131.2782943,122.7147596,-0.51794491,97.87003915,0.787
743,900,0,0,6,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.794,118.0355096,143.7579918,-1.61,30.98018192,0.798
742,900,0,0,6,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.84,129.211654,128.6887677,-8.616206706,100.2441618,0.804
745,900,0,0,6,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.785,111.0724653,141.7134999,-0.412,30.28100387,0.78
744,900,0,0,6,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.846,123.7449031,123.4821325,2.385132563,99.23624209,0.81
747,900,0,0,6,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.784,115.4106524,142.4265022,-0.468,29.93467991,0.789
746,900,0,0,6,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.836,122.8044666,128.7232555,3.052409009,102.0893607,0.801
749,1000,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.779,57.58877111,72.29705174,-1.492,30.58845517,0.782
748,900,0,0,6,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.824,122.8906855,133.2953979,0.452664683,104.7513564,0.805
751,1000,0,0,3,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.781,55.80199622,70.8367808,0.354,31.01277924,0.78
750,1000,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.988,71.70477225,56.64526806,3.35710832,45.70599729,0.769
752,1000,0,0,3,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.973,69.79178988,52.48678437,-1.310334612,43.86030372,0.78
753,1000,0,0,3,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.814,61.33839498,72.32758281,0.578,31.72728379,0.812
755,1000,0,0,3,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.78,57.72808748,74.02055898,-0.99,31.645558,0.777
754,1000,0,0,3,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.946,74.32667587,58.01799518,-0.472718603,47.426094,0.793
757,1000,0,0,3,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.798,60.86183112,71.94303207,-0.882,31.46833857,0.796
756,1000,0,0,3,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.898,71.96954098,62.37271552,2.789865006,49.0067291,0.803
759,1000,0,0,3,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.789,59.04221086,73.48605633,1.078,31.39904164,0.791
758,1000,0,0,3,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.897,72.82602813,63.84096113,0.592597604,51.80277507,0.805
761,1000,0,0,3,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.783,60.71662051,77.21167561,1.434,32.3285753,0.78
760,1000,0,0,3,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.893,73.99588012,64.69476289,0.384843533,52.83672782,0.808
763,1000,0,0,3,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.793,59.80946031,72.63602496,0.672,31.68002588,0.79
762,1000,0,0,3,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.857,68.99431463,63.79649139,-1.422063718,50.88156544,0.781
765,1000,0,0,3,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.793,61.2150374,76.04493962,0.416,32.15694347,0.796
764,1000,0,0,3,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.863,69.58643377,65.97186991,-1.04644729,53.87159546,0.8
767,1000,0,0,3,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.793,59.40807352,71.89077758,0.156,32.03088575,0.797
766,1000,0,0,3,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.851,68.35605761,67.08098377,-1.54963313,55.10814052,0.802
769,1000,0,0,3,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.791,59.97823361,72.2070531,-0.814,32.09316711,0.789
768,1000,0,0,3,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.83,63.91404396,68.93121727,-0.702120357,53.03059479,0.776
771,1000,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.797,121.1455835,144.7066119,0.286,32.71905776,0.797
770,1000,0,0,3,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.837,63.14508713,66.50510264,-2.508868618,52.87193873,0.781
773,1000,0,0,6,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.783,119.4420726,147.790502,0.976,31.24995974,0.789
772,1000,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.991,149.210517,116.0690018,0.290156098,94.56045,0.795
775,1000,0,0,6,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.776,114.8368734,149.9858972,-0.944,32.30319427,0.778
774,1000,0,0,6,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.981,156.01851,115.9649009,-2.049781982,97.42564715,0.83
777,1000,0,0,6,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.773,114.5033681,145.2264705,-0.602,31.45114896,0.771
776,1000,0,0,6,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.943,149.4753189,119.8759353,-3.61864481,96.34456201,0.786
779,1000,0,0,6,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.778,118.9853059,145.6703725,3.004,31.17248318,0.783
778,1000,0,0,6,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.927,149.484213,117.2184373,-4.509988223,98.62316162,0.813
781,1000,0,0,6,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.792,121.409466,146.3129854,-0.392,30.91242329,0.791
780,1000,0,0,6,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.9,144.8213859,121.4429631,-1.967147234,101.9433221,0.79
783,1000,0,0,6,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.8,120.7216383,147.1878364,-0.134,31.25704796,0.803
782,1000,0,0,6,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.893,146.7565496,130.2490838,-2.886767383,105.1381244,0.802
785,1000,0,0,6,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.793,117.1127575,145.6098924,-0.222,31.33114036,0.788
784,1000,0,0,6,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.868,129.2539699,124.999136,-1.708256241,96.6865171,0.766
786,1000,0,0,6,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.851,136.1391908,131.7270659,1.444395916,107.5578616,0.787
787,1000,0,0,6,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.777,112.1522592,145.4261433,-0.56,30.21667499,0.783
789,1000,0,0,6,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.773,116.5958338,148.8578289,-0.1,30.69012681,0.772
788,1000,0,0,6,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.855,140.6330479,137.3604562,-1.62101607,109.1749281,0.815
791,1000,0,0,6,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.78,120.2181728,150.8297963,-1.362,31.22761791,0.786
790,1000,0,0,6,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.833,132.6107108,141.4263659,-4.809956602,110.7764431,0.793
792,1000,0,0,6,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.83,129.5156669,138.148972,-4.510279299,110.0565259,0.788
793,5000,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.772,125.8028258,171.2698408,-2.82,68.43556844,0.771
794,5000,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.992,169.8291937,127.4479736,4.449145166,106.1401033,0.767
795,5000,0,0,3,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.781,129.9877546,160.8217788,1.998,69.77948963,0.783
797,5000,0,0,3,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.784,133.7140188,164.9560237,3.212,70.71658852,0.781
796,5000,0,0,3,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.976,167.8214411,130.1840616,-6.290386932,105.9216884,0.806
799,5000,0,0,3,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.786,135.9493989,160.3009771,1.618,70.61504486,0.786
798,5000,0,0,3,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.934,162.9649832,129.8518929,0.471242147,107.0102327,0.793
801,5000,0,0,3,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.811,146.3977508,159.7107677,6.458,71.74625957,0.815
800,5000,0,0,3,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.933,168.0358767,132.7701519,-0.985241508,111.994284,0.787
803,5000,0,0,3,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.769,127.659431,166.2211441,-2.928,70.4068174,0.768
802,5000,0,0,3,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.894,153.8463235,137.5742441,-0.511085623,108.9456739,0.789
804,5000,0,0,3,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.857,154.9114996,146.7843302,5.045212868,112.7348778,0.786
805,5000,0,0,3,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.781,127.9847448,162.0514592,1.19,69.4514752,0.785
807,5000,0,0,3,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.793,134.7685543,164.469476,4.01,71.1804366,0.792
806,5000,0,0,3,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.859,148.6770917,148.0230745,8.085627576,115.543174,0.78
809,5000,0,0,3,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.81,141.7950338,161.6072058,-2.37,72.04588614,0.811
808,5000,0,0,3,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.853,150.3043861,146.8108054,0.17266819,115.4249659,0.805
811,5000,0,0,3,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.783,134.4219301,163.8030161,-1.456,69.95019009,0.783
810,5000,0,0,3,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.856,153.2810757,147.6614716,-4.459461804,121.6204028,0.793
813,5000,0,0,3,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.808,141.0725366,160.5093406,-1.968,69.02303351,0.809
812,5000,0,0,3,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.859,155.9624915,152.4953066,1.231060064,124.3412072,0.839
815,5000,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.8,281.4039902,337.2818697,-1.286,72.32757069,0.8
814,5000,0,0,3,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.845,140.4446844,148.5243051,0.809413269,121.1235763,0.778
817,5000,0,0,6,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.778,251.297013,333.3089696,1.352,69.01581905,0.778
816,5000,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.99,341.3294879,260.7179839,3.271673017,215.1522384,0.775
819,5000,0,0,6,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.795,268.5132189,316.8851475,0.67,70.69065192,0.796
818,5000,0,0,6,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.983,338.6594037,254.6410099,-0.389363566,212.4099237,0.793
821,5000,0,0,6,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.809,268.3974319,320.7344159,-0.03,69.95959867,0.813
820,5000,0,0,6,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.955,342.4256589,258.8733331,-12.69363927,218.5695665,0.793
823,5000,0,0,6,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.775,261.3742738,322.5084619,2.764,71.43292635,0.777
822,5000,0,0,6,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.903,309.1085745,262.6294718,0.43544979,215.2655617,0.786
825,5000,0,0,6,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.787,270.3528859,335.0139965,0.55,69.73363808,0.786
824,5000,0,0,6,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.89,325.6375468,288.4603209,-16.56556815,232.6305022,0.802
827,5000,0,0,6,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.784,272.8746853,334.7233122,-2.034,72.58649767,0.786
826,5000,0,0,6,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.883,316.6458141,281.9874815,0.343827902,224.9059562,0.804
829,5000,0,0,6,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.798,282.649198,341.1927591,-0.372,72.46749032,0.8
828,5000,0,0,6,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.879,309.0763488,284.7588206,-9.291510479,227.5443646,0.786
831,5000,0,0,6,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.796,269.7432906,332.410038,0.668,71.24395748,0.795
830,5000,0,0,6,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.849,303.5210579,294.3297028,-9.508328818,236.2945668,0.795
833,5000,0,0,6,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.781,270.4951188,342.4357093,3.05,71.20114538,0.784
832,5000,0,0,6,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.836,294.8618722,301.3217348,0.160915796,236.3719487,0.796
835,5000,0,0,6,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.788,266.5727791,329.9734885,-0.902,69.87755913,0.789
834,5000,0,0,6,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.851,317.7111207,318.273036,-6.489687707,250.611897,0.788
836,5000,0,0,6,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.854,303.4741868,310.2904707,6.390415096,246.4386941,0.796
837,10000,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.801,175.6408234,222.1738849,0.992,97.79756797,0.801
838,10000,0,0,3,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.989,235.4148761,180.4292045,3.195365415,148.5175146,0.796
839,10000,0,0,3,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.78,188.9730552,229.7866394,3.092,101.7472163,0.779
841,10000,0,0,3,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.801,190.1793469,219.1800875,2.386,98.66098009,0.8
840,10000,0,0,3,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.983,236.3437849,172.5460305,-0.722164796,147.1540717,0.8
843,10000,0,0,3,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.803,198.2223228,229.6835175,0.728,100.3700761,0.801
842,10000,0,0,3,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.926,236.1852747,185.9963761,3.146803799,152.5339328,0.796
845,10000,0,0,3,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.797,194.6993872,231.6444237,1.436,103.174798,0.796
844,10000,0,0,3,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.907,223.743068,187.386732,-6.960797941,151.2116245,0.793
847,10000,0,0,3,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.804,191.1479262,225.8228655,-2.282,98.8256393,0.805
846,10000,0,0,3,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.896,230.9541726,199.2995628,1.435160517,161.8145722,0.818
849,10000,0,0,3,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.775,181.9647321,238.8019372,5.508,100.1153186,0.775
848,10000,0,0,3,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.888,226.5089674,199.2513831,1.202990615,161.2472031,0.787
851,10000,0,0,3,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.809,189.3944454,218.8975916,1.12,98.46327547,0.808
850,10000,0,0,3,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.861,203.2090748,196.5256226,-5.58920363,156.8872141,0.766
853,10000,0,0,3,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.778,189.99361,230.0993721,-3.48,98.40250328,0.779
852,10000,0,0,3,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.847,209.6795801,203.9592901,-7.782216193,161.4712481,0.782
855,10000,0,0,3,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.801,188.7605851,234.8598459,-2.438,103.7230284,0.8
854,10000,0,0,3,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.856,210.4075941,206.0172177,7.170802128,165.1156391,0.774
857,10000,0,0,3,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.786,194.621332,231.2944724,-5.878,99.94639763,0.789
856,10000,0,0,3,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.832,194.6049844,203.7781816,-3.819108601,165.2889536,0.794
858,10000,0,0,3,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.816,200.70649,220.7574631,1.848327166,168.9812308,0.791
859,10000,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,1p1v,1000,0.8,381.0165901,450.3850559,2.014,96.41570304,0.798
861,10000,0,0,6,10,1,0.5,0.001,FALSE,FALSE,1p1v,1000,0.784,382.8425802,468.1276268,-2.864,100.5414645,0.784
860,10000,0,0,6,10,1,0.5,3.00E-04,FALSE,FALSE,QV,1000,0.993,471.37722,347.5774816,-13.87209902,292.6696761,0.801
863,10000,0,0,6,10,1,0.5,0.01,FALSE,FALSE,1p1v,1000,0.813,378.2290855,445.4330786,3.286,100.547999,0.814
862,10000,0,0,6,10,1,0.5,0.001,FALSE,FALSE,QV,1000,0.985,486.1182992,358.5674244,3.789359181,302.4729518,0.799
865,10000,0,0,6,10,1,0.5,0.02,FALSE,FALSE,1p1v,1000,0.789,369.1476569,445.9359664,-1.27,96.57659208,0.786
864,10000,0,0,6,10,1,0.5,0.01,FALSE,FALSE,QV,1000,0.93,453.6663416,358.4781204,7.158290314,296.0490199,0.796
867,10000,0,0,6,10,1,0.5,0.03,FALSE,FALSE,1p1v,1000,0.782,372.2383959,472.2252963,-1.408,98.47303425,0.781
866,10000,0,0,6,10,1,0.5,0.02,FALSE,FALSE,QV,1000,0.906,442.7291363,373.3846537,-4.614813618,301.2514808,0.768
869,10000,0,0,6,10,1,0.5,0.04,FALSE,FALSE,1p1v,1000,0.806,393.5738807,457.3267999,0.068,101.4661459,0.808
868,10000,0,0,6,10,1,0.5,0.03,FALSE,FALSE,QV,1000,0.893,457.6733783,404.7097867,-9.051488016,325.7502476,0.806
871,10000,0,0,6,10,1,0.5,0.05,FALSE,FALSE,1p1v,1000,0.795,381.5278989,457.1386674,-0.084,99.64944031,0.793
870,10000,0,0,6,10,1,0.5,0.04,FALSE,FALSE,QV,1000,0.884,461.9165781,421.4496221,-9.832482765,336.3363061,0.807
873,10000,0,0,6,10,1,0.5,0.06,FALSE,FALSE,1p1v,1000,0.802,399.3367997,467.7142065,0.588,100.8957194,0.799
872,10000,0,0,6,10,1,0.5,0.05,FALSE,FALSE,QV,1000,0.879,429.5243077,407.7396204,6.599373039,327.2189552,0.801
875,10000,0,0,6,10,1,0.5,0.07,FALSE,FALSE,1p1v,1000,0.801,395.8288948,469.3540247,0.448,99.19269372,0.802
874,10000,0,0,6,10,1,0.5,0.06,FALSE,FALSE,QV,1000,0.831,414.2643185,426.0199793,-15.62940919,330.8817227,0.812
877,10000,0,0,6,10,1,0.5,0.08,FALSE,FALSE,1p1v,1000,0.807,378.9993964,458.0192836,0.714,99.94552172,0.807
876,10000,0,0,6,10,1,0.5,0.07,FALSE,FALSE,QV,1000,0.86,430.4333679,418.9737428,-4.37181058,343.5257774,0.812
879,10000,0,0,6,10,1,0.5,0.083,FALSE,FALSE,1p1v,1000,0.802,387.2808318,458.6496752,-3.796,100.167899,0.802
878,10000,0,0,6,10,1,0.5,0.08,FALSE,FALSE,QV,1000,0.825,404.4730435,430.4140209,-0.479779274,341.3857582,0.797
880,10000,0,0,6,10,1,0.5,0.083,FALSE,FALSE,QV,1000,0.832,406.6071908,423.2602235,-23.65697186,343.6584963,0.761
2,10,0,0,3,10,1,0.5,0,FALSE,FALSE,QV,1000,1,7.305178,5.86738616,-0.3052981,4.67632505,0.809
1,10,0,0,3,10,1,0.5,0,FALSE,FALSE,1p1v,1000,0.801,6.19812103,7.70222825,-0.01,3.26413152,0.847
3,10,0,0,6,10,1,0.5,0,FALSE,FALSE,1p1v,1000,0.791,11.8151289,14.4659535,-0.016,3.10247794,0.831
4,10,0,0,6,10,1,0.5,0,FALSE,FALSE,QV,1000,1,15.267383,11.4334805,-0.3641053,9.53309976,0.83
5,20,0,0,3,10,1,0.5,0,FALSE,FALSE,1p1v,1000,0.791,8.81369075,10.5260043,0.018,4.51575775,0.81
6,20,0,0,3,10,1,0.5,0,FALSE,FALSE,QV,1000,1,10.6858383,8.06530945,0.1383372,6.69466266,0.801
7,20,0,0,6,10,1,0.5,0,FALSE,FALSE,1p1v,1000,0.78,16.702175,20.841702,-0.07,4.45633919,0.795
8,20,0,0,6,10,1,0.5,0,FALSE,FALSE,QV,1000,1,21.8224294,16.7114616,-0.2233173,13.745621,0.819
