"BehaviorSpace results (NetLogo 6.1.0)"
"QVoting with Polling.nlogo"
"does-polling-converge"
"08/05/2019 14:20:26:937 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-32","32","-32","32"
"[run number]","number-of-voters","proportion-of-strategic-voters","number-of-issues","poll-response-rate","utility-distribution","[step]","poll","total-utility-gain","maximal-utility?"
"2378","1500","0.3","5","1","Normal mean = 0","50","[-9.87448993902915 32.51570122725669 -2.969031085624028 31.65006564618861 -18.919925362911382]","[0 0 0 0 0]","false"
"2380","1500","0.3","5","1","Normal mean = 0","50","[-25.810522213457286 5.859072312393373 2.6840168688822175 25.07195156221688 -25.018516039188818]","[0 0 0 0 0]","false"
"2381","1500","0.3","5","1","Normal mean = 0","50","[15.353488190341043 13.835016528029062 -19.625073835291765 19.09993915419746 23.803077819607147]","[0 0 0 0 0]","false"
"2379","1500","0.3","5","1","Normal mean = 0","50","[-11.887719523377521 -6.611563514243781 42.10980018595268 0.4267504157507761 -11.530434285004851]","[0 0 0 0 0]","false"
"2382","1500","0.3","5","1","Normal mean = 0","50","[25.041441957362533 -39.28760860097367 -16.314891957835343 -8.267350841239137 15.231017759189628]","[0 0 0 0 0]","false"
"2383","1500","0.3","5","1","Normal mean = 0","50","[-2.086696512314242 21.99396028987247 6.055526460285233 18.314876232600806 -6.512841980949398]","[0 0 0 0 0]","false"
"2384","1500","0.3","5","1","Normal mean = 0","50","[26.87852087262842 19.542430602020403 -32.31628191460854 27.266911033483453 14.097729718238895]","[0 0 0 0 0]","false"
"2385","1500","0.3","5","1","Normal mean = 0","50","[4.412482939117684 -6.734584353159519 13.425571584576042 -26.887170288773806 -7.897246613171945]","[0 0 0 0 0]","false"
"2386","1500","0.3","5","1","Normal mean = 0","50","[12.74028575275503 2.7435066461062623 6.469511788872401 -4.605024250070031 -5.242808505004406]","[0 0 0 0 0]","false"
"2388","1500","0.3","5","1","Normal mean = 0","50","[18.818797243493034 -7.90710696158438 9.82256241381661 -15.766154847722538 23.214345567086255]","[0 0 0 0 0]","false"
"2387","1500","0.3","5","1","Normal mean = 0","50","[5.109672889328055 -21.45996991163776 -6.06088199794955 19.7311332853143 -2.080140996455667]","[0 0 0 0 0]","false"
"2389","1500","0.3","5","1","Normal mean = 0","50","[-15.093842181555303 6.044289956798609 15.420018125013636 6.048807616694128 -9.806439734142465]","[0 0 0 0 0]","false"
"2390","1500","0.3","5","1","Normal mean = 0","50","[14.0463368501916 2.0997439354979655 -23.128884624851324 5.3355122641303 3.7743316241722034]","[0 0 0 0 0]","false"
"2391","1500","0.3","5","1","Normal mean = 0","50","[-2.8805782574757273 12.760343376491551 -3.47626480453736 -5.2692762958469235 -0.8880798511226478]","[0 0 0 0 0]","false"
"2392","1500","0.3","5","1","Normal mean = 0","50","[7.545294110753017 -18.922752904814352 17.402138805871168 -33.04235448429073 10.503123620375755]","[0 0 0 0 0]","false"
"2393","1500","0.3","5","1","Normal mean = 0","50","[-26.47038873135317 0.3272001979359775 19.990544375930938 2.778368191793171 -8.165958101342971]","[0 0 0 0 0]","false"
"2396","1500","0.3","5","1","Normal mean = 0","50","[-6.586778539176457 2.3060522297240196 25.834258166401227 -12.267905768263061 -21.849154811089168]","[0 0 0 0 0]","false"
"2394","1500","0.3","5","1","Normal mean = 0","50","[11.137052913049242 -10.267147266678363 27.228024169446325 6.025888239361356 9.9140183702297]","[0 0 0 0 0]","false"
"2395","1500","0.3","5","1","Normal mean = 0","50","[13.621618831361664 2.1986734390212606 7.576665541070122 -29.464040354670345 22.862388870109083]","[0 0 0 0 0]","false"
"2397","1500","0.3","5","1","Normal mean = 0","50","[-16.011924716242948 5.096104779724074 -31.834752517743624 -13.032055626177954 -19.388912338827936]","[0 0 0 0 0]","false"
"2398","1500","0.3","5","1","Normal mean = 0","50","[-3.1216991881105143 21.48189382122453 -5.785126211389123 -17.960799694580366 21.506720856368712]","[0 0 0 0 0]","false"
"2399","1500","0.3","5","1","Normal mean = 0","50","[-6.116886582857671 5.267700992989327 10.341977402777198 -18.749791639499847 19.7808211073238]","[0 0 0 0 0]","false"
"2400","1500","0.3","5","1","Normal mean = 0","50","[-31.675747973783718 10.94692440814776 -5.587967210695203 11.245543656829584 32.00838133773815]","[0 0 0 0 0]","false"
"2401","1500","0.3","5","1","Normal mean = 0","50","[-9.901873331343575 7.237900077074903 20.561112874915707 12.162141474825859 5.225748873150145]","[0 0 0 0 0]","false"
"2402","1500","0.3","5","1","Normal mean = 0","50","[-22.250062266392593 -26.442402796664375 13.314809077507192 -23.6197745574374 -3.465967612169937]","[0 0 0 0 0]","false"
"2403","1500","0.3","5","1","Normal mean = 0","50","[17.371895228089738 25.24527192923154 22.40055843005579 -39.79355293417336 0.5145551718246949]","[0 0 0 0 0]","false"
"2404","1500","0.3","5","1","Normal mean = 0","50","[0.42397723902233686 11.35886298521351 17.26407269002531 15.765061288645454 -5.400307349726507]","[0 0 0 0 0]","false"
"2405","1500","0.3","5","1","Normal mean = 0","50","[4.813920639752783 -5.61156435510866 -4.168432220803906 -22.59312457540765 4.1823150740596216]","[0 0 0 0 0]","false"
"2406","1500","0.3","5","1","Normal mean = 0","50","[-11.353643701464728 -11.194805522278365 -37.06870270659517 -19.840738755060936 -29.042130812928157]","[0 0 0 0 0]","false"
"2407","1500","0.3","5","1","Normal mean = 0","50","[5.50575946230083 13.340281335728521 -7.838222929084508 -4.557807682416467 6.1177213254456]","[0 0 0 0 0]","false"
"2408","1500","0.3","5","1","Normal mean = 0","50","[9.411346712051472 3.1331541371263802 39.00815959792043 26.827169689830146 7.720706039985138]","[0 0 0 0 0]","false"
"2409","1500","0.3","5","1","Normal mean = 0","50","[-12.096919892174784 -6.0035461272358415 17.93556703399884 15.768484165486539 -26.551317263579808]","[0 0 0 0 0]","false"
"2410","1500","0.3","5","1","Normal mean = 0","50","[6.619652403189804 -15.704696235730726 18.684973942121076 8.69455121447829 24.980576458023055]","[0 0 0 0 0]","false"
"2411","1500","0.3","5","1","Normal mean = 0","50","[7.512403921567675 13.20339274149265 2.6048233811070665 -9.782230765878003 30.953958676919605]","[0 0 0 0 0]","false"
"2412","1500","0.3","5","1","Normal mean = 0","50","[-14.01484244646253 14.399243447061526 -5.880683037348869 -15.47963546542365 -11.39696940320673]","[0 0 0 0 0]","false"
"2413","1500","0.3","5","1","Normal mean = 0","50","[12.608200690776364 4.817229635587452 2.6890508680480343 27.702591179032055 13.453337971676424]","[0 0 0 0 0]","false"
"2414","1500","0.3","5","1","Normal mean = 0","50","[18.46920805443286 -22.294068154597774 -14.69163506945866 21.499395712598464 -20.03711940894742]","[0 0 0 0 0]","false"
"2415","1500","0.3","5","1","Normal mean = 0","50","[27.007388587673137 10.11222302856936 -9.811319490499312 7.406608646619797 27.119311403794324]","[0 0 0 0 0]","false"
"2416","1500","0.3","5","1","Normal mean = 0","50","[-16.21397401424904 -5.618463537370033 19.593816073589128 15.584024021278225 -2.7019383068776173]","[0 0 0 0 0]","false"
"2417","1500","0.3","5","1","Normal mean = 0","50","[-22.4210421746074 1.9251668695600221 -12.472086411506192 -10.556978474791656 -3.177910857673648]","[0 0 0 0 0]","false"
"2418","1500","0.3","5","1","Normal mean = 0","50","[6.312753205141421 9.774881252373982 -14.527798707582017 15.32651403952321 1.5723267435019426]","[0 0 0 0 0]","false"
"2419","1500","0.3","5","1","Normal mean = 0","50","[8.116327923874747 -25.31570391991732 2.3853869742427016 2.7039770685253317 18.595256575853476]","[0 0 0 0 0]","false"
"2421","1500","0.3","5","1","Normal mean = 0","50","[19.915085845524885 -4.127030849360554 -25.63223432871722 14.145078773348748 0.6728291256555565]","[0 0 0 0 0]","false"
"2420","1500","0.3","5","1","Normal mean = 0","50","[4.332439787712026 5.056688728978094 -16.08584124466971 -16.94784882770294 -19.349702519409792]","[0 0 0 0 0]","false"
"2422","1500","0.3","5","1","Normal mean = 0","50","[-20.27438477258327 -22.20370743330821 30.881170909353145 11.258045499471528 42.62282442924098]","[0 0 0 0 0]","false"
"2423","1500","0.3","5","1","Normal mean = 0","50","[-3.5684257252704095 5.895544969028566 5.111453704696898 -12.892026833536057 -32.114001576340925]","[0 0 0 0 0]","false"
"2424","1500","0.3","5","1","Normal mean = 0","50","[-31.77424314805668 4.164742052233621 19.346795030339138 14.756103093747896 -1.136905140474829]","[0 0 0 0 0]","false"
"2425","1500","0.3","5","1","Normal mean = 0","50","[-1.0351911649282182 17.09291413481504 5.48384173535542 -9.603079994693838 -1.1911721954781762]","[0 0 0 0 0]","false"
"2426","1500","0.3","5","1","Normal mean = 0","50","[-3.8008559199403695 2.632755255142965 7.411924562587448 8.307805388766626 -5.548039308019832]","[0 0 0 0 0]","false"
"2427","1500","0.3","5","1","Normal mean = 0","50","[12.555731617986527 -31.860862807977806 9.79533642516853 -9.020611037639629 21.24360150733822]","[0 0 0 0 0]","false"
"2428","1500","0.3","5","1","Normal mean = 0","50","[18.022675160104562 -16.985728587500816 3.6253900922931708 -13.572587071724667 27.155560458905256]","[0 0 0 0 0]","false"
"2429","1500","0.3","5","1","Normal mean = 0","50","[-17.56131174937365 -4.775293734591355 -2.9557615967926254 26.992207044781107 -22.364539041484626]","[0 0 0 0 0]","false"
"2430","1500","0.3","5","1","Normal mean = 0","50","[2.279467402409805 11.502280892905569 9.73652475751748 -10.77496819991455 -19.555480518769787]","[0 0 0 0 0]","false"
"2431","1500","0.3","5","1","Normal mean = 0","50","[7.884578308780019 -3.9843307354008455 -16.802996636038028 -8.891793539835952 -16.296158204278218]","[0 0 0 0 0]","false"
"2432","1500","0.3","5","1","Normal mean = 0","50","[-16.810575159064257 -12.610550729573005 2.9622901196638116 -36.404294086412904 26.84050476121862]","[0 0 0 0 0]","false"
"2433","1500","0.3","5","1","Normal mean = 0","50","[50.414574618460264 26.77422480637119 0.7629494887068495 -34.42621864968231 -16.18906130326511]","[0 0 0 0 0]","false"
"2434","1500","0.3","5","1","Normal mean = 0","50","[16.29679087685784 24.11874110946012 8.54575094408634 11.616071320682211 -15.242417749110329]","[0 0 0 0 0]","false"
"2435","1500","0.3","5","1","Normal mean = 0","50","[14.311961367106381 -16.959460761690057 14.410735151412613 -8.207720440582452 20.08653393085116]","[0 0 0 0 0]","false"
"2436","1500","0.3","5","1","Normal mean = 0","50","[-0.43924768713268464 -9.373091852711516 3.070915611745104 -18.784215201507212 -4.362091635526984]","[0 0 0 0 0]","false"
"2437","1500","0.3","5","1","Normal mean = 0","50","[1.2369968794982122 -38.821228644945165 -14.084712619966162 2.089177564845491 11.185757408094249]","[0 0 0 0 0]","false"
"2439","1500","0.3","5","1","Normal mean = 0","50","[4.982448438552402 -19.014863290299527 -18.373029940359938 29.364732618582096 -14.943919232329112]","[0 0 0 0 0]","false"
"2440","1500","0.3","5","1","Normal mean = 0","50","[-8.798223467453411 3.8056632448274206 -2.0498684648923087 -0.9912703123504494 15.948946395599235]","[0 0 0 0 0]","false"
"2438","1500","0.3","5","1","Normal mean = 0","50","[-8.661208298687786 18.26815085390918 -14.576998518624135 -8.035527942392877 -16.43935442043435]","[0 0 0 0 0]","false"
"2441","1500","0.3","5","1","Normal mean = 0","50","[11.615332634987476 16.258260610387865 5.983744357790664 9.321191457855617 17.419209277104663]","[0 0 0 0 0]","false"
"2442","1500","0.3","5","1","Normal mean = 0","50","[4.406572315439122 -16.526182827252853 15.147882877552924 8.42381939711561 -5.76898210108853]","[0 0 0 0 0]","false"
"2444","1500","0.3","5","1","Normal mean = 0","50","[-8.982041558312957 -2.3279343881702363 17.05276878885359 -15.199396855276401 25.75276566946865]","[0 0 0 0 0]","false"
"2443","1500","0.3","5","1","Normal mean = 0","50","[-12.834828969150104 -8.469491599727915 7.581617965877388 17.002683501452918 8.825286620600881]","[0 0 0 0 0]","false"
"2445","1500","0.3","5","1","Normal mean = 0","50","[2.145929065226712 -22.054061244449695 -5.0147964097238855 -27.16913712272162 13.952291321680825]","[0 0 0 0 0]","false"
"2446","1500","0.3","5","1","Normal mean = 0","50","[4.921844481175305 -12.713308606688516 -11.45022879155396 3.4271937576529172 -1.733881899685132]","[0 0 0 0 0]","false"
"2447","1500","0.3","5","1","Normal mean = 0","50","[24.142753021129675 14.552015060562393 -5.848077629536551 17.707191706967578 22.114855921752895]","[0 0 0 0 0]","false"
"2448","1500","0.3","5","1","Normal mean = 0","50","[-15.230827728140937 19.23025508097317 4.839467956215369 -7.9543483193085445 -0.4686893033176303]","[0 0 0 0 0]","false"
"2449","1500","0.3","5","1","Normal mean = 0","50","[-0.40735428211709923 11.938923084666955 28.853002403798573 23.385585164580696 22.464781911203612]","[0 0 0 0 0]","false"
"2450","1500","0.3","5","1","Normal mean = 0","50","[15.653267661857006 -17.00818722112501 -15.503258399261972 5.302152578408575 0.5272410601100403]","[0 0 0 0 0]","false"
"2451","1500","0.3","5","1","Normal mean = 0","50","[-22.462773883827253 -4.135537795904747 -7.137926414018238 26.563758042273896 -9.31027195922444]","[0 0 0 0 0]","false"
"2452","1500","0.3","5","1","Normal mean = 0","50","[11.850151000984336 -16.408976891987457 26.18117398094696 5.031565133765525 23.790517916515935]","[0 0 0 0 0]","false"
"2453","1500","0.3","5","1","Normal mean = 0","50","[-12.230250343522533 9.98511759282276 23.006735999803603 14.615646340617534 -20.400314278006732]","[0 0 0 0 0]","false"
"2454","1500","0.3","5","1","Normal mean = 0","50","[-14.07695424498142 -3.359058399979597 33.204965331473836 -12.784420351941055 3.1618955542007443]","[0 0 0 0 0]","false"
"2455","1500","0.3","5","1","Normal mean = 0","50","[13.198750422680162 6.120503986812524 -15.265080776517273 -14.066962465887267 -20.53628837013913]","[0 0 0 0 0]","false"
"2456","1500","0.3","5","1","Normal mean = 0","50","[-19.15031338425006 19.347480469378702 7.436789833691078 -28.71634154728033 6.208957306493603]","[0 0 0 0 0]","false"
"2457","1500","0.3","5","1","Normal mean = 0","50","[0.8456794574329569 7.851847904428525 7.098332711548221 -6.285577989506567 -3.592653052317032]","[0 0 0 0 0]","false"
"2458","1500","0.3","5","1","Normal mean = 0","50","[-0.826066260160742 20.555966359506975 -0.09613889750503007 12.233367083211562 -7.761760216753477]","[0 0 0 0 0]","false"
"2459","1500","0.3","5","1","Normal mean = 0","50","[-18.780098145583416 5.724093387901894 32.547033015937394 22.78468534466109 23.432319650476924]","[0 0 0 0 0]","false"
"2460","1500","0.3","5","1","Normal mean = 0","50","[-6.234939349803664 -4.95542119706884 -9.547512595936496 10.162639461897173 5.198027115399128]","[0 0 0 0 0]","false"
"2461","1500","0.3","5","1","Normal mean = 0","50","[-15.320698679950393 -8.54069134199404 -26.9969439636997 -0.03326538591393258 17.22918368938798]","[0 0 0 0 0]","false"
"2462","1500","0.3","5","1","Normal mean = 0","50","[32.181402913455294 39.724167657862395 -13.814196460972791 -30.213063712493284 14.920655004738798]","[0 0 0 0 0]","false"
"2464","1500","0.3","5","1","Normal mean = 0","50","[-9.850493209948283 9.48853877968869 -0.6652722439742101 23.551306376466396 9.592714677522695]","[0 0 0 0 0]","false"
"2463","1500","0.3","5","1","Normal mean = 0","50","[-13.557247860060167 -2.831515170197793 15.649284861359764 -15.969421637386699 8.521030059472139]","[0 0 0 0 0]","false"
"2465","1500","0.3","5","1","Normal mean = 0","50","[-13.548313246492645 -8.137568231608967 -11.574553438592845 -10.88852735865186 0.700261816737012]","[0 0 0 0 0]","false"
"2466","1500","0.3","5","1","Normal mean = 0","50","[4.176550162631761 -25.99987356980071 -10.549868354415306 -7.887750721119473 -23.33811840057052]","[0 0 0 0 0]","false"
"2467","1500","0.3","5","1","Normal mean = 0","50","[-5.167493682652439 15.078823590322218 20.482104582735733 9.75962026194334 -9.08493528304774]","[0 0 0 0 0]","false"
"2468","1500","0.3","5","1","Normal mean = 0","50","[19.98620858358602 18.135503573332173 15.611629950004595 -31.171178635390064 19.936747703648926]","[0 0 0 0 0]","false"
"2469","1500","0.3","5","1","Normal mean = 0","50","[23.325990805196227 21.538233578026812 -3.472519510833561 13.710909272340585 -11.998945669216972]","[0 0 0 0 0]","false"
"2470","1500","0.3","5","1","Normal mean = 0","50","[19.2431580252729 -20.629067416096653 -39.68899042003402 -8.068989559481567 -9.461733417137358]","[0 0 0 0 0]","false"
"2471","1500","0.3","5","1","Normal mean = 0","50","[-8.690119452702673 8.342964910295088 7.916905807068395 -4.598240989965219 17.788862206148604]","[0 0 0 0 0]","false"
"2472","1500","0.3","5","1","Normal mean = 0","50","[-17.351725937176052 25.867875162855807 24.699525438589014 4.63114464488101 15.047677445636545]","[0 0 0 0 0]","false"
"2473","1500","0.3","5","1","Normal mean = 0","50","[-7.419194331410507 17.425306663914096 -15.674796955787288 -20.934984452824477 2.0303477411305586]","[0 0 0 0 0]","false"
"2474","1500","0.3","5","1","Normal mean = 0","50","[-6.501935589457735 23.899179764135344 23.387703983339406 9.125749745938496 -17.530466223942078]","[0 0 0 0 0]","false"
"2476","1500","0.3","5","1","Normal mean = 0","50","[6.330900989234465 -25.072083261510024 10.563762993000557 22.35265777835963 -24.265257112870298]","[0 0 0 0 0]","false"
"2475","1500","0.3","5","1","Normal mean = 0","50","[-7.376584012363212 0.929699714618817 -15.364093036412118 -10.141536279267772 -26.669220065047316]","[0 0 0 0 0]","false"
"2478","1500","0.3","5","1","Normal mean = 0","50","[-25.208662556861313 1.3059768813882784 11.555675300898253 17.10446263701984 -33.592107224885076]","[0 0 0 0 0]","false"
"2477","1500","0.3","5","1","Normal mean = 0","50","[5.431484649413941 16.687964474473457 5.539045677432859 4.579602633801937 -6.1046061769065325]","[0 0 0 0 0]","false"
"2479","1500","0.3","5","1","Normal mean = 0","50","[32.95442610754766 -28.32733938973623 7.56857789861289 4.01243540403837 19.69024098667335]","[0 0 0 0 0]","false"
