"BehaviorSpace results (NetLogo 6.1.0)"
"QVoting with Polling.nlogo"
"does-polling-converge"
"08/06/2019 10:32:16:004 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-32","32","-32","32"
"[run number]","number-of-voters","proportion-of-strategic-voters","vote-portion-strategic","number-of-issues","poll-response-rate","utility-distribution","[step]","poll","total-utility-gain","maximal-utility?"
"194","1500","0.1","1","2","1","Normal mean = 0","50","[0.7930633140779316 -2.0563371138033]","[-4.318457172881775 -6.61560998717206]","false"
"184","1500","0.1","1","2","1","Normal mean = 0","50","[-47.87148704892763 7.217729597539505]","[19.129469692841987 5.6416926682957245]","true"
"185","1500","0.1","1","2","1","Normal mean = 0","50","[-36.966972840870966 -23.053316650569503]","[3.7619818974858568 6.89280389353915]","true"
"191","1500","0.1","1","2","1","Normal mean = 0","50","[42.18108619738154 -17.382724112340895]","[8.506899292630221 -2.861494212905277]","false"
"188","1500","0.1","1","2","1","Normal mean = 0","50","[-5.3469986328295525 -11.682913923122443]","[2.7546929119224073 8.756931876771628]","true"
"196","1500","0.1","1","2","1","Normal mean = 0","50","[11.48134816742528 -1.2636555737826853]","[-0.42344413945042436 -0.48448374359663576]","false"
"187","1500","0.1","1","2","1","Normal mean = 0","50","[47.369740545524344 25.969960103431944]","[7.89451552112381 12.476738203525386]","true"
"189","1500","0.1","1","2","1","Normal mean = 0","50","[36.59766914718459 -9.304398987222312]","[5.278462265294648 5.045989574599996]","true"
"192","1500","0.1","1","2","1","Normal mean = 0","50","[-14.138580756890347 -0.30700071740490215]","[6.508692627298408 6.834608500573964]","true"
"195","1500","0.1","1","2","1","Normal mean = 0","50","[-4.1728901471928035 -17.08061091840861]","[-3.5294080131297862 1.2715224002993497]","false"
"190","1500","0.1","1","2","1","Normal mean = 0","50","[31.036070555018288 -1.5708667504844038]","[10.683010700062034 -0.5981189262938701]","false"
"198","1500","0.1","1","2","1","Normal mean = 0","50","[-4.120439400102422 7.579317327891881]","[5.678873712497032 0.23524819239293077]","true"
"197","1500","0.1","1","2","1","Normal mean = 0","50","[-9.27038739013451 -75.59779633969896]","[-0.450477359901846 14.442914393871078]","false"
"201","1500","0.1","1","2","1","Normal mean = 0","50","[10.74249624433364 27.30300037529826]","[2.7089534323532236 15.53035118905988]","true"
"203","1500","0.1","1","2","1","Normal mean = 0","50","[52.298917113287786 14.057420460050386]","[10.861862425245572 4.818996728572481]","true"
"209","1500","0.1","1","2","1","Normal mean = 0","50","[-8.347918570710249 -5.580866096512162]","[13.251919436735168 0.597433752289428]","true"
"210","1500","0.1","1","2","1","Normal mean = 0","50","[13.738739978409647 -0.641826020768368]","[1.7347436001737673 6.61842294071075]","true"
"200","1500","0.1","1","2","1","Normal mean = 0","50","[4.265428921390813 -23.074946423524448]","[-1.5285388352967475 4.500651874872427]","false"
"199","1500","0.1","1","2","1","Normal mean = 0","50","[19.61859017419841 -0.02136817916040057]","[1.9730555613908125 -7.082952516375363]","false"
"202","1500","0.1","1","2","1","Normal mean = 0","50","[36.83425385687041 -3.957182819347112]","[12.834100683829073 4.143577428134311]","true"
"212","1500","0.1","1","2","1","Normal mean = 0","50","[13.506768166193662 21.496914124242597]","[1.2095607163893374 7.580574934817258]","true"
"204","1500","0.1","1","2","1","Normal mean = 0","50","[4.797803040543763 46.52494379318792]","[0.17130439613366355 5.476007471241847]","true"
"211","1500","0.1","1","2","1","Normal mean = 0","50","[37.52603514792135 -23.819362781863646]","[8.685443245270807 0.46690080325332506]","true"
"205","1500","0.1","1","2","1","Normal mean = 0","50","[-30.116270580729744 11.350446883384672]","[9.60544250014685 2.3320861434763507]","true"
"206","1500","0.1","1","2","1","Normal mean = 0","50","[-1.384319674470778 17.64883641624035]","[-0.9433284995777494 8.426452097946601]","false"
"207","1500","0.1","1","2","1","Normal mean = 0","50","[4.325452790111168 -9.596552428561834]","[-7.565056761780939 -1.8096076466177344]","false"
"208","1500","0.1","1","2","1","Normal mean = 0","50","[16.379701928775383 -42.65543191343871]","[-0.6376015867682866 7.065360336940741]","false"
"213","1500","0.1","1","2","1","Normal mean = 0","50","[-26.496569787314733 36.116552705426656]","[0.3461112265534757 14.559303650508701]","true"
"214","1500","0.1","1","2","1","Normal mean = 0","50","[-30.629894115459795 -8.725096227065038]","[6.716680301772785 1.3228797871249283]","true"
"218","1500","0.1","1","2","1","Normal mean = 0","50","[-9.965443443196213 30.258245541173423]","[-3.325990759850983 13.170894529699858]","false"
"220","1500","0.1","1","2","1","Normal mean = 0","50","[-3.936421698486247 -8.693968133390312]","[-5.424746188036018 -0.5036086777195846]","false"
"215","1500","0.1","1","2","1","Normal mean = 0","50","[-22.86648464152178 18.63987555253189]","[8.196159132303556 4.241758107978373]","true"
"225","1500","0.1","1","2","1","Normal mean = 0","50","[32.516533068328464 51.97675747786566]","[4.20532423467291 24.952844264052132]","true"
"226","1500","0.1","1","2","1","Normal mean = 0","50","[12.211592371269735 23.99800501689361]","[3.8679863016377465 14.60789867176848]","true"
"227","1500","0.1","1","2","1","Normal mean = 0","50","[-32.401370069620555 37.402542603604225]","[6.14545167923573 13.828975683924005]","true"
"216","1500","0.1","1","2","1","Normal mean = 0","50","[35.83821727492096 65.35230978024258]","[3.135838459932489 15.663106480095749]","true"
"217","1500","0.1","1","2","1","Normal mean = 0","50","[11.289390183187704 -30.783661536925162]","[7.437675816752047 0.4695353780663598]","true"
"219","1500","0.1","1","2","1","Normal mean = 0","50","[25.49856664227397 -8.082788278022942]","[4.379402837233142 6.083756214004197]","true"
"221","1500","0.1","1","2","1","Normal mean = 0","50","[16.30058079944381 15.225955748375931]","[10.558508030910907 5.241867888312503]","true"
"222","1500","0.1","1","2","1","Normal mean = 0","50","[6.50016323260769 -4.740168902127545]","[1.1260018182925098 -1.1950273690916262]","false"
"223","1500","0.1","1","2","1","Normal mean = 0","50","[12.074259103960847 33.40260521505918]","[2.3924244322173522 7.232462451317392]","true"
"228","1500","0.1","1","2","1","Normal mean = 0","50","[-12.004414734658933 -17.565744194017856]","[2.270020057179717 1.184113173645047]","true"
"231","1500","0.1","1","2","1","Normal mean = 0","50","[17.700629002364906 -24.539502153274842]","[5.8683403013273425 5.2863470407446975]","true"
"232","1500","0.1","1","2","1","Normal mean = 0","50","[-0.4839653490055027 21.777191668518725]","[-3.5763129780025515 7.5273998969024065]","false"
"224","1500","0.1","1","2","1","Normal mean = 0","50","[12.03960736119147 -32.40881196608653]","[3.136594988007549 4.9603657174657245]","true"
"230","1500","0.1","1","2","1","Normal mean = 0","50","[7.935826561804867 16.54726197948226]","[0.36325763664869337 -2.830720592362035]","false"
"229","1500","0.1","1","2","1","Normal mean = 0","50","[-42.144367017385996 6.439223130629131]","[10.629168744792539 6.8286445008392525]","true"
"239","1500","0.1","1","2","1","Normal mean = 0","50","[7.295703017182982 -13.014757405466101]","[5.255881884288147 -1.4369568466890705]","false"
"240","1500","0.1","1","2","1","Normal mean = 0","50","[50.636269852097975 -20.543295079433467]","[12.328899939967084 -0.7142546467938784]","false"
"241","1500","0.1","1","2","1","Normal mean = 0","50","[4.80575077160579 -34.865597672989416]","[-0.03051343961306656 14.69651766774236]","false"
"233","1500","0.1","1","2","1","Normal mean = 0","50","[-30.46046440551401 -18.511614848670725]","[4.877571903574389 1.9975761766269793]","true"
"243","1500","0.1","1","2","1","Normal mean = 0","50","[25.862518350231188 -6.197531400173492]","[2.397552220003683 4.314029788280375]","true"
"237","1500","0.1","1","2","1","Normal mean = 0","50","[-20.422997487739988 1.7742812290493288]","[-3.425029978671961 9.494426129391218]","false"
"238","1500","0.1","1","2","1","Normal mean = 0","50","[5.320178494030302 -12.941475203841675]","[4.446165484451235 8.473840449825541]","true"
"235","1500","0.1","1","2","1","Normal mean = 0","50","[6.775015126973647 0.6222197796519304]","[-2.5202003001166493 -2.8353443327446874]","false"
"234","1500","0.1","1","2","1","Normal mean = 0","50","[37.22150238267113 10.35265774287062]","[8.263371554229613 2.59074822684853]","true"
"236","1500","0.1","1","2","1","Normal mean = 0","50","[21.680939068587072 24.37113464951411]","[-0.08368222221184922 7.62841790239976]","false"
"246","1500","0.1","1","2","1","Normal mean = 0","50","[30.41981426715208 10.786982312845193]","[6.050304210653312 0.579334276926453]","true"
"242","1500","0.1","1","2","1","Normal mean = 0","50","[2.5777893367159566 -46.71988921644335]","[10.237514036440505 12.712920173720601]","true"
"247","1500","0.1","1","2","1","Normal mean = 0","50","[30.79453326330622 30.515622284993448]","[10.107733349885374 11.450515565455538]","true"
"245","1500","0.1","1","2","1","Normal mean = 0","50","[9.694757863439838 -12.406837461858261]","[8.097067352137444 9.831583145400291]","true"
"249","1500","0.1","1","2","1","Normal mean = 0","50","[6.866887251672482 6.728793742093606]","[6.545151818362952 3.7014495212429956]","true"
"244","1500","0.1","1","2","1","Normal mean = 0","50","[2.0317297572901314 33.846892030258275]","[-0.02464578896799026 3.512149537899277]","false"
"255","1500","0.1","1","2","1","Normal mean = 0","50","[-3.1544973508110803 -15.314816213562374]","[6.443834119490099 2.3120148854987823]","true"
"257","1500","0.1","1","2","1","Normal mean = 0","50","[-60.67922107112671 7.947193697585109]","[10.00803995467865 -1.2711117608997113]","false"
"248","1500","0.1","1","2","1","Normal mean = 0","50","[10.211084509057462 -32.873290375240444]","[2.896773034643848 5.785046590353025]","true"
"250","1500","0.1","1","2","1","Normal mean = 0","50","[-0.24252182409278 39.166324240391994]","[1.6515370577779134 9.91193808705092]","true"
"252","1500","0.1","1","2","1","Normal mean = 0","50","[-22.233417309669598 20.08473065524061]","[14.199444461046918 -0.7179400281803865]","false"
"259","1500","0.1","1","2","1","Normal mean = 0","50","[-12.906691454966781 27.325691469380715]","[0.7523039106211975 8.845579235489856]","true"
"251","1500","0.1","1","2","1","Normal mean = 0","50","[-11.010834039617484 -0.3815398395601858]","[6.269236966296074 -3.8908435206885]","false"
"258","1500","0.1","1","2","1","Normal mean = 0","50","[30.090376106095764 15.802839134262532]","[7.939573964650877 3.3950821737733947]","true"
"253","1500","0.1","1","2","1","Normal mean = 0","50","[-5.133069365371785 20.8983491410712]","[1.5994516330163193 3.7378321949080253]","true"
"254","1500","0.1","1","2","1","Normal mean = 0","50","[-20.38505914557762 -2.6261742645773722]","[4.762628208608949 -0.725604819644415]","false"
"262","1500","0.1","1","2","1","Normal mean = 0","50","[2.2109042616435737 2.2675534899130176]","[-1.4006769187636334 -2.3932470743448184]","false"
"261","1500","0.1","1","2","1","Normal mean = 0","50","[36.82044465706773 -7.329886676816389]","[8.177030194157878 -1.7064654860576938]","false"
"256","1500","0.1","1","2","1","Normal mean = 0","50","[-22.09572854277716 -16.132337283076616]","[4.633608071591186 8.775182660434757]","true"
"266","1500","0.1","1","2","1","Normal mean = 0","50","[-28.328500356799537 -24.55187014946376]","[6.057619779852686 7.001490865643056]","true"
"260","1500","0.1","1","2","1","Normal mean = 0","50","[-44.330959388959485 -14.722530702667916]","[13.153455841789436 4.319344350768703]","true"
"268","1500","0.1","1","2","1","Normal mean = 0","50","[-2.339353413319571 -7.430124571673973]","[-0.9021575991982307 -7.359629321097424]","false"
"264","1500","0.1","1","2","1","Normal mean = 0","50","[26.34118866498749 22.313019799382445]","[9.608855559904947 2.372628045941995]","true"
"271","1500","0.1","1","2","1","Normal mean = 0","50","[25.64506869087345 22.72068964897427]","[7.9656750081370244 7.7200154852049225]","true"
"272","1500","0.1","1","2","1","Normal mean = 0","50","[-28.180819566488807 28.654207749034327]","[6.3429347673656356 7.576622737800354]","true"
"265","1500","0.1","1","2","1","Normal mean = 0","50","[12.757695842212526 21.143289264412395]","[3.8414980120782904 2.9929610401319033]","true"
"267","1500","0.1","1","2","1","Normal mean = 0","50","[5.159893097729331 -20.19461797893832]","[2.387769768356172 17.01844181348312]","true"
"263","1500","0.1","1","2","1","Normal mean = 0","50","[-28.117658038392186 -29.880100529216755]","[8.748264558856768 13.988401573693883]","true"
"274","1500","0.1","1","2","1","Normal mean = 0","50","[-24.234778838629808 -12.525876489489333]","[4.484999354787243 1.722755840588936]","true"
"269","1500","0.1","1","2","1","Normal mean = 0","50","[-28.810695064973768 -16.6618453662222]","[7.312176018327699 6.472780260822123]","true"
"276","1500","0.1","1","2","1","Normal mean = 0","50","[27.62059242546731 -7.795596667790106]","[5.7857020934761065 3.345254870381719]","true"
"270","1500","0.1","1","2","1","Normal mean = 0","50","[-1.8285809343277846 -0.05280572040512177]","[-1.0679415483854955 4.882519986667042]","false"
"279","1500","0.1","1","2","1","Normal mean = 0","50","[-27.96856842043106 -16.64352436469371]","[8.46778505223981 15.582174939993315]","true"
"277","1500","0.1","1","2","1","Normal mean = 0","50","[-24.153712176754805 -1.432246510390466]","[5.095770334001679 -5.068392910242883]","false"
"273","1500","0.1","1","2","1","Normal mean = 0","50","[25.617939087369386 8.119494671737684]","[-3.0761607519905585 2.488162847786389]","false"
"275","1500","0.1","1","2","1","Normal mean = 0","50","[-23.49322806181429 -55.16543885223339]","[12.266617564751245 22.602858748279942]","true"
"283","1500","0.1","1","2","1","Normal mean = 0","50","[13.143162708212687 35.24521553548263]","[-1.1736184398967424 12.831052262010209]","false"
"285","1500","0.1","1","2","1","Normal mean = 0","50","[-2.206050219629536 -7.350079603244622]","[4.1667041487937695 11.159367357119462]","true"
"278","1500","0.1","1","2","1","Normal mean = 0","50","[10.605664505014063 9.57078712883949]","[-2.772041769099825 0.1126548239834661]","false"
"287","1500","0.1","1","2","1","Normal mean = 0","50","[-22.450058629878143 21.4681722144974]","[-0.868216228114507 8.598846704756154]","false"
"280","1500","0.1","1","2","1","Normal mean = 0","50","[-15.03406809817763 -13.710056181087225]","[1.4708614527805088 2.622510603582256]","true"
"288","1500","0.1","1","2","1","Normal mean = 0","50","[-39.993699680511774 12.87712866918934]","[10.742312216321798 4.70040086783849]","true"
"281","1500","0.1","1","2","1","Normal mean = 0","50","[-26.032998816953043 2.735077655009661]","[9.356036548413721 0.6368799390430683]","true"
"282","1500","0.1","1","2","1","Normal mean = 0","50","[-0.2910062505312966 -25.523862170443827]","[0.2987493770956203 6.345397758553715]","true"
"291","1500","0.1","1","2","1","Normal mean = 0","50","[33.187775119315816 11.241991616838785]","[10.215151078410992 -1.4284252851123924]","false"
"284","1500","0.1","1","2","1","Normal mean = 0","50","[-36.445971709559025 -18.773155850948815]","[7.796216745440988 9.577718815167518]","true"
"286","1500","0.1","1","2","1","Normal mean = 0","50","[4.052969019571307 -0.005925654588165741]","[-0.043610142265609914 0.25861237999525366]","false"
"292","1500","0.1","1","2","1","Normal mean = 0","50","[-13.793138054578348 33.340135777648214]","[4.4626937400804785 11.080429284855503]","true"
"294","1500","0.1","1","2","1","Normal mean = 0","50","[60.76635574516424 -13.038009748629808]","[11.896256069214731 5.129696994155656]","true"
"296","1500","0.1","1","2","1","Normal mean = 0","50","[-50.805384005952455 39.816840132124746]","[17.70880561649504 12.938997860834661]","true"
"290","1500","0.1","1","2","1","Normal mean = 0","50","[-12.646329701025653 8.407497771266858]","[12.168951699846032 3.822722258531927]","true"
"289","1500","0.1","1","2","1","Normal mean = 0","50","[2.124496550827174 28.416873027332805]","[5.380963324350017 6.437944744291293]","true"
"299","1500","0.1","1","2","1","Normal mean = 0","50","[-43.422794070984665 26.556492039283256]","[15.042408362409917 6.835737946046762]","true"
"293","1500","0.1","1","2","1","Normal mean = 0","50","[-12.124783747492366 33.756053036324275]","[8.423823601993139 1.7090381610428549]","true"
"303","1500","0.1","1","2","1","Normal mean = 0","50","[15.575218123636065 -19.04840301836725]","[7.564399908361277 -1.1518611718401666]","false"
"302","1500","0.1","1","2","1","Normal mean = 0","50","[-15.807457890320357 20.722446460928232]","[2.6009849329236716 1.1537511022601477]","true"
"295","1500","0.1","1","2","1","Normal mean = 0","50","[3.2724490961370196 -5.474705908622649]","[3.519799400362743 -1.1853724476073204]","false"
"304","1500","0.1","1","2","1","Normal mean = 0","50","[-1.624328288690807 -20.46884045268846]","[-1.5247975304608399 7.235562679782505]","false"
"297","1500","0.1","1","2","1","Normal mean = 0","50","[-8.266154866159638 4.883653172185332]","[4.057598003154258 5.687208361903978]","true"
"298","1500","0.1","1","2","1","Normal mean = 0","50","[0.19847996407387858 -4.987464035334358]","[-2.383267476463091 -0.6838371582327532]","false"
"307","1500","0.1","1","2","1","Normal mean = 0","50","[2.8469723581982986 5.525602369228791]","[4.914701224068956 0.960276083464344]","true"
"301","1500","0.1","1","2","1","Normal mean = 0","50","[-9.136217414155935 0.2531469561245994]","[0.636878733663883 -2.6227354086883796]","false"
"300","1500","0.1","1","2","1","Normal mean = 0","50","[-30.636000076874055 -26.003051277441326]","[7.585315112534227 4.261548359999556]","true"
"312","1500","0.1","1","2","1","Normal mean = 0","50","[47.5716499594535 19.587054473180125]","[22.732824318074094 5.8136343360980005]","true"
"309","1500","0.1","1","2","1","Normal mean = 0","50","[-10.817386469072535 6.841958065137988]","[2.6333126485991465 10.967189996816147]","true"
"305","1500","0.1","1","2","1","Normal mean = 0","50","[-69.17348239754892 -47.61899746878927]","[19.894324918376835 10.339777349980066]","true"
"310","1500","0.1","1","2","1","Normal mean = 0","50","[1.1436948895005474 1.695868034872266]","[4.462820138544877 -4.179826005113712]","false"
"306","1500","0.1","1","2","1","Normal mean = 0","50","[50.24828012949624 -41.85988110461957]","[13.647938130421895 15.73477079414919]","true"
"308","1500","0.1","1","2","1","Normal mean = 0","50","[-29.911998839760265 -15.726611565579239]","[6.712540631587561 5.412805364591302]","true"
